ID,name,Jee marks,school name,date of application,Father name,Mother name,EmailId,ContactNo,Gender,School completion date,City,CBSE marks
432,Barney Alexander,228.91633558316,University college,3/17/2022,Barney Alexander,Barney Alexander,Barney_Alexander6514@bretoux.com,3-583-235-6655,Male,12/26/2020,Glendale,-3.25921744073705
433,Ramon Hunter,302.198214286565,Middle school,3/24/2022,Ramon Hunter,Ramon Hunter,Ramon_Hunter1137@ovock.tech,6-705-234-0642,Male,2/21/2021,Lincoln,20.9614848405875
434,Jennifer Lynch,-57.6777274821316,University college,4/15/2022,Jennifer Lynch,Jennifer Lynch,Jennifer_Lynch1835@naiker.biz,6-568-121-2820,Female,5/22/2020,Reno,86.3017591299963
435,Mya Uttley,368.62152992311,Technical college,4/10/2022,Mya Uttley,Mya Uttley,Mya_Uttley6511@gembat.biz,2-464-665-3778,Female,4/19/2020,Saint Paul,46.6892842243841
436,Manuel Stuart,-57.9301662505279,Technical college,4/11/2022,Manuel Stuart,Manuel Stuart,Manuel_Stuart5813@tonsy.org,7-206-431-6410,Male,10/16/2020,Garland,82.8145661353201
437,Lauren Groves,260.36731350765,High school,3/22/2022,Lauren Groves,Lauren Groves,Lauren_Groves7150@eirey.tech,0-250-685-5535,Female,2/22/2022,Innsbruck,94.0996921249198
438,Piper Morgan,165.459823648659,Junior college,4/4/2022,Piper Morgan,Piper Morgan,Piper_Morgan7045@liret.org,7-678-157-3767,Female,9/26/2021,New Orleans,145.637378015387
439,Nick Roscoe,478.333424648425,University-preparatory school,4/11/2022,Nick Roscoe,Nick Roscoe,Nick_Roscoe2176@gompie.com,4-816-407-8130,Male,4/9/2020,Garland,145.033975550921
440,Sebastian Brown,76.7614022985852,Middle school,4/8/2022,Sebastian Brown,Sebastian Brown,Sebastian_Brown4283@fuliss.net,3-513-144-8567,Male,4/15/2022,Tallahassee,-0.863618122815908
441,Valentina Tait,-77.6703072919838,Public university,4/1/2022,Valentina Tait,Valentina Tait,Valentina_Tait4903@ubusive.com,5-635-676-1176,Female,3/30/2021,London,132.838309568278
442,Elise Briggs,221.944528086551,University-preparatory school,3/28/2022,Elise Briggs,Elise Briggs,Elise_Briggs1060@zorer.org,2-131-656-6057,Female,5/7/2020,Berlin,1.35230117261051
443,Noah Whatson,31.8541471692054,University-preparatory school,3/11/2022,Noah Whatson,Noah Whatson,Noah_Whatson78@joiniaa.com,5-083-212-2658,Male,9/2/2021,Anaheim,189.011901362805
444,Sebastian Jennson,-65.0272461506665,University-preparatory school,4/15/2022,Sebastian Jennson,Sebastian Jennson,Sebastian_Jennson1366@mafthy.com,5-011-708-2366,Male,1/28/2021,Salem,55.7376486383088
445,Crystal Gilmour,-50.8415395840265,University-preparatory school,3/1/2022,Crystal Gilmour,Crystal Gilmour,Crystal_Gilmour6017@womeona.net,7-502-543-2365,Female,9/30/2020,Norfolk,70.4023924532358
446,Jacob Garcia,79.386837121745,Technical college,3/1/2022,Jacob Garcia,Jacob Garcia,Jacob_Garcia825@infotech44.tech,8-718-036-4070,Male,6/29/2020,Sacramento,169.363196990622
447,Scarlett Uddin,91.161089528427,Middle school,3/14/2022,Scarlett Uddin,Scarlett Uddin,Scarlett_Uddin5079@vetan.org,3-266-605-4228,Female,3/9/2021,Detroit,-4.82035690630803
448,Melania Morris,-61.585372255922,Public university,3/26/2022,Melania Morris,Melania Morris,Melania_Morris6780@famism.biz,7-415-037-7603,Female,11/6/2021,Santa Ana,141.090148250149
449,Ron Kaur,-9.33311240949347,Gymnasium,3/13/2022,Ron Kaur,Ron Kaur,Ron_Kaur1196@hourpy.biz,6-510-827-3782,Male,11/13/2020,Jacksonville,97.6543246855281
450,Gil Oliver,411.370117805605,University-preparatory school,3/17/2022,Gil Oliver,Gil Oliver,Gil_Oliver361@tonsy.org,5-526-355-5582,Male,12/10/2021,Toledo,94.9777375291929
451,Chester Bryant,457.758932944741,Gymnasium,4/8/2022,Chester Bryant,Chester Bryant,Chester_Bryant6942@nanoff.biz,5-676-708-0618,Male,8/28/2020,Amarillo,82.4945997155712
452,Carl Forester,181.033737458304,Gymnasium,4/3/2022,Carl Forester,Carl Forester,Carl_Forester7683@extex.org,0-876-406-1714,Male,1/29/2021,Lisbon,101.750118192635
453,Javier Glass,39.0537234382023,Corporate university,3/15/2022,Javier Glass,Javier Glass,Javier_Glass5928@tonsy.org,3-817-130-8012,Male,10/21/2020,Colorado Springs,83.9582518827907
454,Hank Vincent,429.828597594904,Gymnasium,4/3/2022,Hank Vincent,Hank Vincent,Hank_Vincent2339@famism.biz,0-101-323-3385,Male,9/6/2021,Louisville,72.2419459206247
455,Leroy Lowe,-13.0062531898759,University-preparatory school,3/3/2022,Leroy Lowe,Leroy Lowe,Leroy_Lowe6318@liret.org,6-712-424-1730,Male,3/16/2021,Amarillo,121.728990649678
456,Luke Roth,38.7951924967557,Corporate university,3/3/2022,Luke Roth,Luke Roth,Luke_Roth9039@grannar.com,0-667-855-7682,Male,7/27/2021,Valetta,51.8582453508201
457,Fiona Knight,73.8209046012819,High school,3/27/2022,Fiona Knight,Fiona Knight,Fiona_Knight2499@qater.org,7-870-866-1527,Female,2/27/2021,Omaha,50.3642550298778
458,Chadwick Partridge,203.321477396098,Graduate school,3/21/2022,Chadwick Partridge,Chadwick Partridge,Chadwick_Partridge2244@liret.org,3-404-471-5860,Male,6/14/2020,Phoenix,36.9622578006062
459,Cecilia Alldridge,285.483538680935,Graduate school,3/21/2022,Cecilia Alldridge,Cecilia Alldridge,Cecilia_Alldridge7994@mafthy.com,7-304-536-0635,Female,2/10/2022,El Paso,126.575529972825
460,Cedrick Bradshaw,167.12824290764,Junior college,4/9/2022,Cedrick Bradshaw,Cedrick Bradshaw,Cedrick_Bradshaw3600@cispeto.com,1-102-708-0401,Male,2/20/2021,Boston,14.005227865188
461,Moira Tutton,231.700326979952,Graduate school,4/16/2022,Moira Tutton,Moira Tutton,Moira_Tutton8362@womeona.net,8-374-278-3385,Female,9/28/2020,Bridgeport,96.0719101466573
462,Payton Spencer,357.449517493811,Junior college,3/30/2022,Payton Spencer,Payton Spencer,Payton_Spencer1109@bauros.biz,2-542-758-4826,Female,9/3/2021,Hollywood,13.9380300487103
463,Mya Haines,187.519059574939,Corporate university,3/31/2022,Mya Haines,Mya Haines,Mya_Haines4054@yahoo.com,4-212-464-3350,Female,7/6/2020,Fullerton,87.2900436470704
464,Ema Bishop,400.020815097737,Technical college,3/7/2022,Ema Bishop,Ema Bishop,Ema_Bishop2121@sheye.org,7-412-341-2446,Female,7/9/2021,Innsbruck,77.555298812946
465,Abdul Wheeler,494.172523254143,Technical college,3/21/2022,Abdul Wheeler,Abdul Wheeler,Abdul_Wheeler8256@sveldo.biz,1-172-580-0461,Male,2/8/2022,Minneapolis,-3.2217412917976
466,Anthony Lewin,371.003205722199,University-preparatory school,3/26/2022,Anthony Lewin,Anthony Lewin,Anthony_Lewin4084@womeona.net,7-634-263-8313,Male,8/23/2021,Milwaukee,7.20662818765576
467,Owen James,-29.8478031050636,Technical college,3/21/2022,Owen James,Owen James,Owen_James8868@jiman.org,0-112-045-0480,Male,3/31/2021,Indianapolis,165.445408930278
468,Evelynn Holmes,271.890163092823,Junior college,3/30/2022,Evelynn Holmes,Evelynn Holmes,Evelynn_Holmes8524@iatim.tech,7-482-842-5538,Female,1/20/2022,San Diego,179.308147330912
469,Doug Edley,433.616710690137,Graduate school,3/25/2022,Doug Edley,Doug Edley,Doug_Edley2581@vetan.org,1-522-743-6512,Male,6/3/2021,Minneapolis,198.965114417004
470,Maddison Fisher,143.678479317892,Middle school,4/2/2022,Maddison Fisher,Maddison Fisher,Maddison_Fisher1592@nanoff.biz,1-277-052-4011,Female,10/2/2020,Amarillo,54.7602073856444
471,Miley Osmond,237.518667821083,Technical college,3/11/2022,Miley Osmond,Miley Osmond,Miley_Osmond2106@joiniaa.com,2-401-468-8104,Female,3/27/2021,Hollywood,74.3380048206719
472,Chloe Lewin,9.08602917477769,University college,4/7/2022,Chloe Lewin,Chloe Lewin,Chloe_Lewin205@gembat.biz,2-778-115-2503,Female,2/22/2022,Lancaster,129.058673896388
473,Ron Tyler,389.795383771786,University college,3/15/2022,Ron Tyler,Ron Tyler,Ron_Tyler4654@deavo.com,0-072-860-6831,Male,12/25/2020,New Orleans,-0.322559381985366
474,Kassandra Savage,147.544126335319,University-preparatory school,3/4/2022,Kassandra Savage,Kassandra Savage,Kassandra_Savage2644@dionrab.com,4-023-402-5358,Female,8/13/2020,San Diego,119.029866070966
475,Chad Blythe,371.178321476177,Junior college,4/3/2022,Chad Blythe,Chad Blythe,Chad_Blythe6796@bauros.biz,7-636-608-4113,Male,5/24/2020,Tokyo,86.6057823494104
476,Owen Mould,414.619641919909,Graduate school,3/15/2022,Owen Mould,Owen Mould,Owen_Mould8012@mafthy.com,6-671-377-3351,Male,8/17/2020,Saint Paul,95.4585599826922
477,Katelyn Edwards,38.1084520076907,Gymnasium,4/10/2022,Katelyn Edwards,Katelyn Edwards,Katelyn_Edwards8788@naiker.biz,5-356-513-2321,Female,11/21/2021,Lancaster,94.5905383213379
478,Liliana Franks,229.305848229353,Graduate school,3/24/2022,Liliana Franks,Liliana Franks,Liliana_Franks741@supunk.biz,8-474-442-2411,Female,4/16/2022,Saint Paul,175.155670295076
479,Jackeline Wise,93.1806535051114,Junior college,4/9/2022,Jackeline Wise,Jackeline Wise,Jackeline_Wise4668@tonsy.org,6-371-580-4132,Female,1/24/2021,Denver,31.0573251704021
480,Freya Parsons,465.505741794829,Middle school,3/12/2022,Freya Parsons,Freya Parsons,Freya_Parsons2119@hourpy.biz,1-084-618-4443,Female,10/26/2021,Santa Ana,187.261450770898
481,Barry Utterson,85.8413550969406,Junior college,3/20/2022,Barry Utterson,Barry Utterson,Barry_Utterson2699@qater.org,7-840-037-5316,Male,7/8/2021,Detroit,85.3025004595064
482,Leroy Woods,-85.3831039170656,Middle school,4/5/2022,Leroy Woods,Leroy Woods,Leroy_Woods7827@extex.org,1-164-125-5482,Male,4/30/2020,Glendale,164.224315642018
483,Michael Campbell,128.608270304561,University-preparatory school,4/13/2022,Michael Campbell,Michael Campbell,Michael_Campbell3237@gompie.com,3-515-384-2827,Male,3/24/2022,Ontario,141.034215282665
484,Julianna Webster,66.4538319993083,Public university,4/10/2022,Julianna Webster,Julianna Webster,Julianna_Webster3172@bauros.biz,2-138-188-0634,Female,10/23/2020,Sacramento,166.904378923077
485,Leah Bolton,-73.8808786589098,Junior college,3/18/2022,Leah Bolton,Leah Bolton,Leah_Bolton8672@joiniaa.com,0-544-558-3005,Female,3/1/2022,Cincinnati,144.417025339984
486,Elisabeth Jackson,189.59808400534,Public university,3/6/2022,Elisabeth Jackson,Elisabeth Jackson,Elisabeth_Jackson1927@elnee.tech,5-784-572-5764,Female,9/27/2021,Rochester,88.3541259082752
487,Sienna Drummond,173.155983512362,High school,3/8/2022,Sienna Drummond,Sienna Drummond,Sienna_Drummond3942@twipet.com,4-860-384-1141,Female,10/3/2021,Toledo,197.005704414102
488,Sonya Morris,31.620418104632,University-preparatory school,3/21/2022,Sonya Morris,Sonya Morris,Sonya_Morris9001@brety.org,0-338-803-5163,Female,3/24/2021,Madrid,38.3888696634159
489,Clint Oswald,115.048436163482,Public university,4/3/2022,Clint Oswald,Clint Oswald,Clint_Oswald2094@bauros.biz,5-260-137-5653,Male,11/18/2020,Huntsville,191.707823126906
490,Peter Ellery,-40.7815797695804,Technical college,3/2/2022,Peter Ellery,Peter Ellery,Peter_Ellery9920@typill.biz,5-886-765-2355,Male,7/18/2020,Denver,126.943977027174
491,Caydence Wilson,385.274148088542,University-preparatory school,3/11/2022,Caydence Wilson,Caydence Wilson,Caydence_Wilson9937@qater.org,3-676-831-4026,Female,12/8/2021,Ontario,176.989966634191
492,Adalind Walsh,417.131105399286,Graduate school,3/5/2022,Adalind Walsh,Adalind Walsh,Adalind_Walsh1623@atink.com,0-362-823-5681,Female,12/30/2021,Louisville,1.25947039819298
493,Rick Hall,377.555257756522,Middle school,4/11/2022,Rick Hall,Rick Hall,Rick_Hall6406@infotech44.tech,8-715-805-4562,Male,9/24/2020,Richmond,82.1112872819003
494,Marilyn Janes,315.527339001897,Corporate university,3/29/2022,Marilyn Janes,Marilyn Janes,Marilyn_Janes5689@dionrab.com,6-081-063-8775,Female,11/22/2021,Seattle,147.841904304848
495,Noah Evans,117.813335983461,Technical college,3/9/2022,Noah Evans,Noah Evans,Noah_Evans9377@corti.com,3-054-128-2274,Male,3/24/2021,Fort Lauderdale,195.028519130791
496,Mina Coates,499.158572910893,Gymnasium,4/4/2022,Mina Coates,Mina Coates,Mina_Coates1224@muall.tech,5-822-418-6233,Female,11/10/2021,Innsbruck,161.284053556288
497,Sofia Curtis,-14.8867103345165,Public university,3/5/2022,Sofia Curtis,Sofia Curtis,Sofia_Curtis705@gmail.com,3-117-212-2612,Female,2/7/2021,Oakland,84.8242921274268
498,Gladys Stanton,290.925530882052,Graduate school,4/9/2022,Gladys Stanton,Gladys Stanton,Gladys_Stanton7560@corti.com,1-208-355-2685,Female,11/2/2020,Bellevue,61.8823154633317
499,Ronald Spencer,-17.4286630532838,Corporate university,3/25/2022,Ronald Spencer,Ronald Spencer,Ronald_Spencer9722@atink.com,7-860-438-2401,Male,4/15/2020,Orlando,137.075440919993
500,Alexander Blackwall,-92.5054421282864,Technical college,3/6/2022,Alexander Blackwall,Alexander Blackwall,Alexander_Blackwall4641@atink.com,7-666-553-1210,Male,8/31/2021,Long Beach,170.145803637871
501,Hayden Andrews,466.313288653881,Graduate school,4/15/2022,Hayden Andrews,Hayden Andrews,Hayden_Andrews9809@typill.biz,3-083-324-3605,Female,12/1/2021,Phoenix,195.989563285368
502,Jayden Wallace,338.366706628523,Graduate school,4/9/2022,Jayden Wallace,Jayden Wallace,Jayden_Wallace4088@guentu.biz,6-235-273-1774,Male,8/16/2021,Milano,17.5994619771836
503,Kaylee Gavin,428.534034218422,University college,3/18/2022,Kaylee Gavin,Kaylee Gavin,Kaylee_Gavin8038@twace.org,5-317-332-8426,Female,11/6/2020,Denver,142.670683460157
504,Jessica Briggs,436.347557919262,University-preparatory school,3/23/2022,Jessica Briggs,Jessica Briggs,Jessica_Briggs2677@gmail.com,5-068-043-1621,Female,10/1/2020,Jacksonville,60.2975543464057
505,Nicholas Underhill,408.872083356544,University-preparatory school,3/23/2022,Nicholas Underhill,Nicholas Underhill,Nicholas_Underhill5523@acrit.org,0-281-057-2564,Male,9/8/2021,Scottsdale,22.8640071460344
506,Michael Shaw,427.060085677104,High school,3/11/2022,Michael Shaw,Michael Shaw,Michael_Shaw6678@famism.biz,2-181-735-1880,Male,8/27/2021,Baltimore,72.8089614872862
507,Wade Harrington,177.807066493578,University-preparatory school,3/19/2022,Wade Harrington,Wade Harrington,Wade_Harrington8157@gmail.com,6-852-778-2288,Male,7/22/2020,Memphis,161.067803747518
508,Henry Riley,154.826596228325,Middle school,4/4/2022,Henry Riley,Henry Riley,Henry_Riley5114@liret.org,2-152-704-1371,Male,10/30/2020,Arlington,116.184030557603
509,Keira Irwin,387.292479074696,Public university,3/23/2022,Keira Irwin,Keira Irwin,Keira_Irwin7116@jiman.org,7-765-652-0166,Female,7/18/2020,Worcester,177.38658004924
